algorithm_name,base_type,data_path,population_size,max_evaluations,crossover,mutation,fitness1,fitness2,computation_time
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.200000,49057.000000,10.000000,26904
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.200000,52057.000000,10.000000,26521
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.200000,52568.000000,10.000000,26079
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.200000,52489.000000,10.000000,26398
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.200000,49287.000000,10.000000,26236
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,52058.000000,10.000000,35024
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,46955.000000,10.000000,29248
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,57458.000000,10.000000,28841
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,55587.000000,10.000000,28827
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,52710.000000,10.000000,28726
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,53030.000000,10.000000,28850
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,56274.000000,10.000000,29211
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,49285.000000,10.000000,28997
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,54631.000000,10.000000,28869
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,51456.000000,10.000000,28881
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,46337.000000,10.000000,32237
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,51094.000000,10.000000,26186
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,53616.000000,10.000000,25674
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,53382.000000,10.000000,25435
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,51305.000000,10.000000,25738
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,50413.000000,10.000000,27760
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,53299.000000,10.000000,27399
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,50731.000000,10.000000,25335
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,53811.000000,10.000000,25724
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.200000,56552.000000,10.000000,25917
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,52679.000000,10.000000,38926
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,51619.000000,10.000000,30235
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,50327.000000,10.000000,29646
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,49953.000000,10.000000,29639
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,49086.000000,10.000000,30159
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53153.000000,10.000000,29663
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,51588.000000,10.000000,29699
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,57564.000000,10.000000,29767
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,51772.000000,10.000000,29860
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53468.000000,10.000000,29741
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53623.000000,10.000000,36480
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53840.000000,10.000000,26670
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,55430.000000,10.000000,25565
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,50524.000000,10.000000,25803
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53365.000000,10.000000,29339
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,52955.000000,10.000000,26249
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,55526.000000,10.000000,25578
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,51800.000000,10.000000,25620
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,55257.000000,10.000000,25573
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.200000,53832.000000,10.000000,25510
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,53768.000000,10.000000,32922
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,51201.000000,10.000000,26948
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,51331.000000,10.000000,27087
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,52335.000000,10.000000,26560
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,57536.000000,10.000000,27079
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,47522.000000,10.000000,26436
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,47909.000000,10.000000,26606
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,50077.000000,10.000000,26593
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,53112.000000,10.000000,26624
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,46883.000000,10.000000,26855
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,52063.000000,10.000000,42616
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,52455.000000,10.000000,34197
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,49987.000000,10.000000,33696
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,53355.000000,10.000000,33777
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,51092.000000,10.000000,33562
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,53516.000000,10.000000,33675
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,50315.000000,10.000000,33575
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,49382.000000,10.000000,33635
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,52714.000000,10.000000,33560
NSGAIII,MEAN_BASE,/tspInstances/kroA100.tsp,100,100000,0.900000,0.100000,52120.000000,10.000000,33651
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,48351.000000,10.000000,31620
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,52156.000000,10.000000,24507
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,46486.000000,10.000000,24431
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,47931.000000,10.000000,25481
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,45589.000000,10.000000,26034
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,54307.000000,10.000000,26286
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,51001.000000,10.000000,26444
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,46278.000000,10.000000,27589
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,52214.000000,10.000000,26790
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.900000,0.200000,47451.000000,10.000000,26690
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,52354.000000,10.000000,39962
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,51318.000000,10.000000,32560
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,55860.000000,10.000000,32225
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,54167.000000,10.000000,32292
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,53684.000000,10.000000,32455
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,52336.000000,10.000000,32629
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,52903.000000,10.000000,32623
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,59888.000000,10.000000,32626
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,50796.000000,10.000000,32501
NSGAIII,CENTER_BASE,/tspInstances/kroA100.tsp,100,100000,0.800000,0.100000,47173.000000,10.000000,32638
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,49159.000000,10.000000,32358
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,51203.000000,10.000000,24627
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,51571.000000,10.000000,24479
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,49881.000000,10.000000,24458
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,48403.000000,10.000000,24497
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,51679.000000,10.000000,24247
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,48380.000000,10.000000,24482
NSGAII,MEAN_BASE,/tspInstances/kroA100.tsp,100,1000000,0.800000,0.100000,49791.000000,10.000000,24271
